T/s,theta 1 torque/Nm,theta 2 torque/Nm
6.8137,-17.13964131,-17.13150716
6.8138,-17.15034598,-17.14705276
6.8139,-17.16360996,-17.16342841
6.814,-17.17976689,-17.18016954
6.8141,-17.19896706,-17.19697438
6.8142,-17.22117956,-17.21372792
6.8143,-17.24620833,-17.23056776
6.8144,-17.27367994,-17.24786066
6.8145,-17.30306663,-17.26613172
6.8146,-17.33380729,-17.2859896
6.8147,-17.36539576,-17.30803661
6.8148,-17.39743288,-17.33271053
6.8149,-17.42965525,-17.36022874
6.815,-17.46196092,-17.39059331
6.8151,-17.49447864,-17.42361043
6.8152,-17.52754854,-17.45887259
6.8153,-17.56165683,-17.49578736
6.8154,-17.59736773,-17.53371715
6.8155,-17.63521401,-17.57208823
6.8156,-17.6755617,-17.61044998
6.8157,-17.71858081,-17.64850817
6.8158,-17.76425092,-17.6861517
6.8159,-17.81237928,-17.72352029
6.816,-17.86257918,-17.76098222
6.8161,-17.91429295,-17.79906393
6.8162,-17.96692454,-17.83837509
6.8163,-18.01994047,-17.87950482
6.8164,-18.07292124,-17.9228677
6.8165,-18.12558931,-17.9686611
6.8166,-18.17783331,-18.01686914
6.8167,-18.22977566,-18.06728179
6.8168,-18.28175208,-18.11947715
6.8169,-18.33424523,-18.17285027
6.817,-18.38781588,-18.22675306
6.8171,-18.44301897,-18.28060348
6.8172,-18.50025117,-18.33394469
6.8173,-18.55969988,-18.38647904
6.8174,-18.62135147,-18.43808849
6.8175,-18.68501103,-18.48890201
6.8176,-18.7502624,-18.53927995
6.8177,-18.81649873,-18.58975053
6.8178,-18.88308248,-18.64093204
6.8179,-18.94944484,-18.69343812
6.818,-19.01513782,-18.74771477
6.8181,-19.07986309,-18.80398095
6.8182,-19.14348538,-18.86223189
6.8183,-19.20605832,-18.92225809
6.8184,-19.26786904,-18.9836081
6.8185,-19.32937832,-19.04562331
6.8186,-19.3911464,-19.10760382
6.8187,-19.45375688,-19.16891649
6.8188,-19.51765999,-19.22905633
6.8189,-19.58310263,-19.28768336
6.819,-19.65011737,-19.34464239
6.8191,-19.71854086,-19.39999253
6.8192,-19.78797311,-19.45405218
6.8193,-19.85780748,-19.50733613
6.8194,-19.92739064,-19.56047485
6.8195,-19.99612427,-19.61412949
6.8196,-20.06352092,-19.66882502
6.8197,-20.12923803,-19.72487085
6.8198,-20.1930975,-19.78234238
6.8199,-20.25509765,-19.84109572
6.82,-20.3154687,-19.90074692
6.8201,-20.37464169,-19.9606983
6.8202,-20.43317234,-20.02027697
6.8203,-20.49166402,-20.07884661
6.8204,-20.55068005,-20.13587312
6.8205,-20.61059589,-20.1909679
6.8206,-20.67155682,-20.24391714
6.8207,-20.73349468,-20.29470265
6.8208,-20.79610393,-20.34356238
6.8209,-20.85886254,-20.39096014
6.821,-20.92109086,-20.4375061
6.8211,-20.98213008,-20.48387271
6.8212,-21.04142828,-20.53069688
6.8213,-21.09857541,-20.5784183
6.8214,-21.15332936,-20.62722504
6.8215,-21.20562435,-20.67706397
6.8216,-21.25563116,-20.72761541
6.8217,-21.3037406,-20.778317
6.8218,-21.35050052,-20.8284401
6.8219,-21.3965352,-20.87727193
6.822,-21.44246624,-20.92419956
6.8221,-21.48875679,-20.96875628
6.8222,-21.53564584,-21.0106571
6.8223,-21.58314279,-21.04981437
6.8224,-21.63104032,-21.08640245
6.8225,-21.67887834,-21.12084219
6.8226,-21.72600618,-21.15373592
6.8227,-21.77176327,-21.18578169
6.8228,-21.81556965,-21.21768507
6.8229,-21.85696755,-21.24999238
6.823,-21.89565569,-21.28301406
6.8231,-21.93150703,-21.31681065
6.8232,-21.96457751,-21.35121271
6.8233,-21.9951577,-21.38578562
6.8234,-22.02373761,-21.41987637
6.8235,-22.05092631,-21.45278425
6.8236,-22.07737078,-21.4838652
6.8237,-22.10365369,-21.51258958
6.8238,-22.13015013,-21.53858623
6.8239,-22.15700085,-21.56167052
6.824,-22.1841298,-21.58186231
6.8241,-22.21122205,-21.59944291
6.8242,-22.23774711,-21.61492128
6.8243,-22.26303263,-21.62895129
6.8244,-22.28643939,-21.64224493
6.8245,-22.30743494,-21.65547287
6.8246,-22.32563052,-21.66910246
6.8247,-22.34080796,-21.6833437
6.8248,-22.35292832,-21.69816031
6.8249,-22.36219181,-21.71324535
6.825,-22.36902064,-21.72804627
6.8251,-22.3739951,-21.74183107
6.8252,-22.37777194,-21.75387681
6.8253,-22.38100401,-21.76356755
6.8254,-22.38418296,-21.77044098
6.8255,-22.38757242,-21.77422399
6.8256,-22.39120227,-21.77484788
6.8257,-22.39489343,-21.77251222
6.8258,-22.39822425,-21.76766801
6.8259,-22.40058264,-21.7609514
6.826,-22.40133573,-21.75309709
6.8261,-22.39992343,-21.74484956
6.8262,-22.39590259,-21.73679532
6.8263,-22.3889837,-21.72928488
6.8264,-22.37905082,-21.72241738
6.8265,-22.36617214,-21.71605901
6.8266,-22.35065299,-21.70982639
6.8267,-22.33300152,-21.70311762
6.8268,-22.31384926,-21.69525626
6.8269,-22.2938708,-21.68560704
6.827,-22.27362152,-21.67364481
6.8271,-22.25346103,-21.65899992
6.8272,-22.2335351,-21.64148647
6.8273,-22.21378769,-21.6211196
6.8274,-22.19397548,-21.59817308
6.8275,-22.17363272,-21.57314694
6.8276,-22.15214378,-21.54668793
6.8277,-22.12891698,-21.51950624
6.8278,-22.10345937,-21.49227843
6.8279,-22.07541299,-21.46548653
6.828,-22.04458201,-21.43936398
6.8281,-22.01095411,-21.41390576
6.8282,-21.97476362,-21.38889466
6.8283,-21.93646525,-21.36387155
6.8284,-21.89666136,-21.33817857
6.8285,-21.8560266,-21.3111326
6.8286,-21.81521766,-21.28213797
6.8287,-21.77471618,-21.25074907
6.8288,-21.73477572,-21.21670541
6.8289,-21.69543034,-21.17994637
6.829,-21.65651669,-21.14067467
6.8291,-21.61763785,-21.09933985
6.8292,-21.57819863,-21.05657324
6.8293,-21.53757058,-21.01310308
6.8294,-21.49519649,-20.96965312
6.8295,-21.45064717,-20.92677374
6.8296,-21.40365398,-20.88477786
6.8297,-21.35412458,-20.84374113
6.8298,-21.30221049,-20.80351954
6.8299,-21.24829653,-20.7637326
6.83,-21.19294364,-20.72379477
6.8301,-21.13681357,-20.68299915
6.8302,-21.08057781,-20.64070053
6.8303,-21.02475593,-20.59639454
6.8304,-20.96965478,-20.54975536
6.8305,-20.91536903,-20.50065637
6.8306,-20.86179608,-20.44923948
6.8307,-20.80861367,-20.39590405
6.8308,-20.75530426,-20.34124607
6.8309,-20.70123323,-20.28597641
6.831,-20.64582281,-20.2308357
6.8311,-20.5886186,-20.17642582
6.8312,-20.52932249,-20.12312739
6.8313,-20.46781198,-20.07107952
6.8314,-20.40421189,-20.0201939
6.8315,-20.33888761,-19.97018701
6.8316,-20.27239036,-19.92055648
6.8317,-20.20538449,-19.87064402
6.8318,-20.13856658,-19.81981273
6.8319,-20.07250482,-19.76754441
6.832,-20.00756805,-19.71348201
6.8321,-19.9439138,-19.65745675
6.8322,-19.88149936,-19.59952389
6.8323,-19.8201079,-19.54001273
6.8324,-19.75931522,-19.479467
6.8325,-19.69852764,-19.4185675
6.8326,-19.63714717,-19.3580501
6.8327,-19.57467297,-19.29853683
6.8328,-19.51075233,-19.24044863
6.8329,-19.44520345,-19.18397787
6.833,-19.37805126,-19.12909473
6.8331,-19.30958011,-19.07557216
6.8332,-19.24027896,-19.02297523
6.8333,-19.17077071,-18.97069749
6.8334,-19.10173868,-18.918107
6.8335,-19.03376674,-18.8646593
6.8336,-18.96725966,-18.8099578
6.8337,-18.90241958,-18.7537845
6.8338,-18.83925219,-18.69614125
6.8339,-18.77758761,-18.63730533
6.834,-18.71706544,-18.57777487
6.8341,-18.65716306,-18.51819549
6.8342,-18.5973209,-18.45928153
6.8343,-18.53705579,-18.40164968
6.8344,-18.47601289,-18.34573233
6.8345,-18.41399151,-18.29174815
6.8346,-18.35098488,-18.23970501
6.8347,-18.28723753,-18.18942048
6.8348,-18.22319533,-18.14051788
6.8349,-18.15943938,-18.09245941
6.835,-18.09660266,-18.04467669
6.8351,-18.03521206,-17.99666797
6.8352,-17.97562513,-17.9480575
6.8353,-17.91802258,-17.89862586
6.8354,-17.86241164,-17.84835215
6.8355,-17.80864312,-17.79747247
6.8356,-17.75644103,-17.74643015
6.8357,-17.70538226,-17.69580822
6.8358,-17.65497312,-17.64625826
6.8359,-17.60477678,-17.59834244
6.836,-17.55446885,-17.55245292
6.8361,-17.50387274,-17.5087854
6.8362,-17.45300135,-17.46734267
6.8363,-17.40210491,-17.42795411
6.8364,-17.35161179,-17.39026957
6.8365,-17.30206807,-17.35378935
6.8366,-17.25406456,-17.31796267
6.8367,-17.20808551,-17.28231468
6.8368,-17.16444579,-17.2465013
6.8369,-17.12328235,-17.21034604
6.837,-17.08456165,-17.17392022
6.8371,-17.04810001,-17.13753243
6.8372,-17.01355688,-17.10166804
6.8373,-16.98046211,-17.06692282
6.8374,-16.94833671,-17.0339192
6.8375,-16.91677715,-17.00314884
6.8376,-16.88550134,-16.97491128
6.8377,-16.85439881,-16.94931043
6.8378,-16.82359979,-16.92626444
6.8379,-16.79343655,-16.9055315
6.838,-16.76438717,-16.88669869
6.8381,-16.73701506,-16.86922231
6.8382,-16.71188215,-16.85256733
6.8383,-16.68940514,-16.83630264
6.8384,-16.6698154,-16.82014106
6.8385,-16.6531623,-16.803989
6.8386,-16.6393275,-16.78801222
6.8387,-16.62805219,-16.77259177
6.8388,-16.61892467,-16.75826036
6.8389,-16.61142442,-16.74563336
6.839,-16.60505727,-16.73525136
6.8391,-16.59943736,-16.72749806
6.8392,-16.59431134,-16.72256999
6.8393,-16.58960095,-16.72047554
6.8394,-16.5854649,-16.72104976
6.8395,-16.58225456,-16.72394356
6.8396,-16.58045402,-16.72866011
6.8397,-16.5806168,-16.73467396
6.8398,-16.58321517,-16.74151075
6.8399,-16.58856793,-16.74880353
6.84,-16.59682073,-16.75632197
6.8401,-16.60795215,-16.76401592
6.8402,-16.62179113,-16.7720765
6.8403,-16.63800505,-16.78088968
6.8404,-16.65614014,-16.79097259
6.8405,-16.67573552,-16.80290545
6.8406,-16.69638696,-16.81717631
6.8407,-16.71778568,-16.83410537
6.8408,-16.7397537,-16.85382403
6.8409,-16.76228513,-16.87628222
6.841,-16.78559476,-16.90126949
6.8411,-16.8100605,-16.9284087
6.8412,-16.83616562,-16.95718422
6.8413,-16.86442458,-16.98706517
6.8414,-16.89523477,-17.01759374
6.8415,-16.9288228,-17.04843559
6.8416,-16.96524532,-17.07941343
6.8417,-17.00439911,-17.11054413
6.8418,-17.046043,-17.14208138
6.8419,-17.08977822,-17.17445128
6.842,-17.1351006,-17.20818669
6.8421,-17.1815258,-17.24384446
6.8422,-17.22865278,-17.2818498
6.8423,-17.27619238,-17.32243788
6.8424,-17.32399683,-17.36565362
6.8425,-17.37209408,-17.41136406
6.8426,-17.42072985,-17.45924405
6.8427,-17.47030493,-17.5087972
6.8428,-17.52131266,-17.55947507
6.8429,-17.5742605,-17.61076699
6.843,-17.62952136,-17.66225635
6.8431,-17.68728374,-17.71365432
6.8432,-17.7475583,-17.76483041
6.8433,-17.8101936,-17.815886
6.8434,-17.87486237,-17.86713852
6.8435,-17.94108177,-17.91905772
6.8436,-18.00833007,-17.97219757
6.8437,-18.07613074,-18.02710961
6.8438,-18.14410186,-18.08418998
6.8439,-18.2119838,-18.14362823
6.844,-18.2796648,-18.20541308
6.8441,-18.34725144,-18.26935094
6.8442,-18.41505154,-18.33504589
6.8443,-18.48351171,-18.40192516
6.8444,-18.55315263,-18.46937514
6.8445,-18.62448906,-18.53684659
6.8446,-18.697881,-18.60391041
6.8447,-18.77348546,-18.67028875
6.8448,-18.85126646,-18.73588106
6.8449,-18.93101568,-18.80083186
6.845,-19.01231231,-18.86550833
6.8451,-19.09456742,-18.93043011
6.8452,-19.17718476,-18.99619427
6.8453,-19.25964504,-19.06338431
6.8454,-19.34154072,-19.13241188
6.8455,-19.42260417,-19.20346251
6.8456,-19.50272411,-19.2765029
6.8457,-19.5820122,-19.35130271
6.8458,-19.66078939,-19.42739868
6.8459,-19.73952715,-19.50414372
6.846,-19.81877649,-19.58087532
6.8461,-19.89908197,-19.65701023
6.8462,-19.98082834,-19.73208957
6.8463,-20.06418999,-19.80581329
6.8464,-20.14913983,-19.87805618
6.8465,-20.23546959,-19.948894
6.8466,-20.32275005,-20.01864642
6.8467,-20.41037476,-20.08781391
6.8468,-20.49772031,-20.15699838
6.8469,-20.58423182,-20.22682126
6.847,-20.66946056,-20.29776157
6.8471,-20.7530962,-20.37008203
6.8472,-20.83498418,-20.44381554
6.8473,-20.91513609,-20.51878345
6.8474,-20.99378433,-20.59455698
6.8475,-21.07135102,-20.67049057
6.8476,-21.14837219,-20.74588605
6.8477,-21.22542104,-20.8201002
6.8478,-21.30302276,-20.89260715
6.8479,-21.38150874,-20.96303745
6.848,-21.46097645,-21.03120281
6.8481,-21.54130973,-21.09711235
6.8482,-21.62213802,-21.16102903
6.8483,-21.70286643,-21.22343577
6.8484,-21.78283588,-21.2849528
6.8485,-21.86142618,-21.34625072
6.8486,-21.93811504,-21.40795332
6.8487,-22.01251608,-21.47047998
6.8488,-22.08440516,-21.53399521
6.8489,-22.15372859,-21.59842221
6.849,-22.22066321,-21.66341981
6.8491,-22.28559973,-21.72840801
6.8492,-22.3490798,-21.79263667
6.8493,-22.41171587,-21.85537151
6.8494,-22.4740984,-21.91598719
6.8495,-22.53663883,-21.97401226
6.8496,-22.59951825,-22.02916257
6.8497,-22.66269818,-22.08135383
6.8498,-22.72589231,-22.13076305
6.8499,-22.78858488,-22.17781032
6.85,-22.85010551,-22.22309106
6.8501,-22.90980157,-22.26728808
6.8502,-22.96710547,-22.31108372
6.8503,-23.02157551,-22.35506494
6.8504,-23.07292805,-22.39957796
6.8505,-23.12105492,-22.44469452
6.8506,-23.16603321,-22.49023847
6.8507,-23.20817701,-22.5357551
6.8508,-23.24800083,-22.58055382
6.8509,-23.28613736,-22.62388204
6.851,-23.32325377,-22.66504215
6.8511,-23.35996031,-22.70346219
6.8512,-23.39665949,-22.7387415
6.8513,-23.43350261,-22.77067977
6.8514,-23.47040872,-22.79929529
6.8515,-23.50702437,-22.82488097
6.8516,-23.54275601,-22.84796804
6.8517,-23.57687325,-22.86923925
6.8518,-23.60868458,-22.88943666
6.8519,-23.63761359,-22.90927144
6.852,-23.66323787,-22.92926012
6.8521,-23.68531747,-22.94965457
6.8522,-23.70380484,-22.97043701
6.8523,-23.71890534,-22.99129752
6.8524,-23.73105908,-23.01166214
6.8525,-23.74087435,-23.03076324
6.8526,-23.74904236,-23.04783305
6.8527,-23.75625266,-23.06220705
6.8528,-23.76303181,-23.07337585
6.8529,-23.76967292,-23.0810253
6.853,-23.77622703,-23.08505514
6.8531,-23.7825262,-23.0856046
6.8532,-23.7881491,-23.08309091
6.8533,-23.79247261,-23.07813845
6.8534,-23.79484148,-23.07148951
6.8535,-23.79466384,-23.06391156
6.8536,-23.79145842,-23.05609807
6.8537,-23.78489503,-23.04851203
6.8538,-23.77482032,-23.04133887
6.8539,-23.76127522,-23.03450485
6.854,-23.74455269,-23.02765986
6.8541,-23.7251652,-23.02020961
6.8542,-23.70376455,-23.01138843
6.8543,-23.68105894,-23.00045323
6.8544,-23.65771787,-22.98678481
6.8545,-23.63421404,-22.96993537
6.8546,-23.61077242,-22.94966239
6.8547,-23.58738294,-22.92593962
6.8548,-23.56381601,-22.89901545
6.8549,-23.53959018,-22.86939031
6.855,-23.51403857,-22.83774516
6.8551,-23.48649313,-22.80485014
6.8552,-23.45637812,-22.77147212
6.8553,-23.42325345,-22.7382054
6.8554,-23.3868494,-22.70539422
6.8555,-23.34708342,-22.67311944
6.8556,-23.30412764,-22.64122054
6.8557,-23.25839678,-22.60926341
6.8558,-23.21048785,-22.57658372
6.8559,-23.16110036,-22.54246304
6.856,-23.11095418,-22.50624704
6.8561,-23.06062688,-22.46741575
6.8562,-23.01047882,-22.42562777
6.8563,-22.96063869,-22.38074499
6.8564,-22.91102024,-22.33286479
6.8565,-22.86130191,-22.28236524
6.8566,-22.81095261,-22.22984001
6.8567,-22.7593693,-22.1760142
6.8568,-22.70598644,-22.12165531
6.8569,-22.65033844,-22.06740178
6.857,-22.59210009,-22.01367795
6.8571,-22.53111218,-21.96067013
6.8572,-22.4673985,-21.90833638
6.8573,-22.40122521,-21.85643449
6.8574,-22.33307193,-21.80449305
6.8575,-22.26355768,-21.75186382
6.8576,-22.19336522,-21.69789558
6.8577,-22.12307871,-21.6420365
6.8578,-22.05310246,-21.58388491
6.8579,-21.98363694,-21.52322045
6.858,-21.91468502,-21.46002529
6.8581,-21.84607317,-21.39454573
6.8582,-21.77743369,-21.32726331
6.8583,-21.70823238,-21.25881794
6.8584,-21.63790501,-21.18992741
6.8585,-21.56596091,-21.121292
6.8586,-21.49203605,-21.05343231
6.8587,-21.41592219,-20.9866313
6.8588,-21.33759136,-20.92093954
6.8589,-21.25726262,-20.85619685
6.859,-21.17537893,-20.79201809
6.8591,-21.09253713,-20.72782654
6.8592,-21.00941496,-20.66293798
6.8593,-20.92667281,-20.59674278
6.8594,-20.84480048,-20.52878247
6.8595,-20.76407183,-20.45878352
6.8596,-20.68454903,-20.38668463
6.8597,-20.6061012,-20.31270299
6.8598,-20.52839719,-20.23730789
6.8599,-20.45093473,-20.16114437
6.86,-20.37309422,-20.08495154
6.8601,-20.29430685,-20.00946513
6.8602,-20.21413979,-19.93525021
6.8603,-20.13232581,-19.86263567
6.8604,-20.04879022,-19.79171281
6.8605,-19.96371958,-19.72235198
6.8606,-19.87753946,-19.65421358
6.8607,-19.79084418,-19.58676001
6.8608,-19.70432317,-19.5193182
6.8609,-19.61867198,-19.45125705
6.861,-19.53443231,-19.38208266
6.8611,-19.4519316,-19.31147712
6.8612,-19.37128352,-19.23933196
6.8613,-19.29240257,-19.16582031
6.8614,-19.21503428,-19.09137516
6.8615,-19.13873772,-19.01661643
6.8616,-19.06292377,-18.94227219
6.8617,-18.98701118,-18.86907692
6.8618,-18.91052875,-18.79760655
6.8619,-18.83316405,-18.72821643
6.862,-18.75479317,-18.66103433
6.8621,-18.67555302,-18.59597113
6.8622,-18.59582292,-18.53275066
6.8623,-18.51615763,-18.47090435
6.8624,-18.43721694,-18.40981221
6.8625,-18.35967961,-18.34885045
6.8626,-18.28408498,-18.28750312
6.8627,-18.21077159,-18.22541848
6.8628,-18.13987434,-18.16244511
6.8629,-18.07133489,-18.09870796
6.863,-18.00492752,-18.03459091
6.8631,-17.94024739,-17.97066794
6.8632,-17.87674361,-17.90762788
6.8633,-17.81385834,-17.84618169
6.8634,-17.75112971,-17.78689698
6.8635,-17.68824095,-17.73012993
6.8636,-17.62505203,-17.67601792
6.8637,-17.56167449,-17.62448857
6.8638,-17.49845601,-17.5752869
6.8639,-17.4359166,-17.52796708
6.864,-17.37468124,-17.48193037
6.8641,-17.31532333,-17.43655596
6.8642,-17.25828172,-17.39132932
6.8643,-17.20382644,-17.34589378
6.8644,-17.15205066,-17.30008244
6.8645,-17.10287759,-17.25399238
6.8646,-17.05608208,-17.20796784
6.8647,-17.01128578,-17.16253391
6.8648,-16.96799014,-17.118325
6.8649,-16.92569958,-17.07599689
6.865,-16.88400421,-17.03606648
6.8651,-16.84262294,-16.99884899
6.8652,-16.80145414,-16.9644543
6.8653,-16.76064419,-16.93279774
6.8654,-16.72054735,-16.90362762
6.8655,-16.68166763,-16.87652795
6.8656,-16.64459605,-16.85095582
6.8657,-16.60991754,-16.82637096
6.8658,-16.57806714,-16.80232773
6.8659,-16.54929478,-16.778526
6.866,-16.52366659,-16.7548623
6.8661,-16.5010779,-16.73149679
6.8662,-16.4812797,-16.7088098
6.8663,-16.46387773,-16.68733825
6.8664,-16.44837675,-16.66770616
6.8665,-16.43430482,-16.65046679
6.8666,-16.42128549,-16.63602021
6.8667,-16.40907827,-16.62458271
6.8668,-16.39762523,-16.61618477
6.8669,-16.38710417,-16.61068484
6.867,-16.37787411,-16.60779836
6.8671,-16.37041885,-16.60710043
6.8672,-16.36528765,-16.60808741
6.8673,-16.36294923,-16.61029846
6.8674,-16.363722,-16.61337408
6.8675,-16.36775479,-16.6170964
6.8676,-16.37503272,-16.6214353
6.8677,-16.38539432,-16.62659963
6.8678,-16.39856012,-16.6329797
6.8679,-16.41413148,-16.64108645
6.868,-16.43170666,-16.65148723
6.8681,-16.4509266,-16.66465529
6.8682,-16.47151263,-16.68089821
6.8683,-16.49332304,-16.70034005
6.8684,-16.51638947,-16.72293017
6.8685,-16.54094137,-16.74846503
6.8686,-16.56735359,-16.77658221
6.8687,-16.59609238,-16.80681487
6.8688,-16.62764511,-16.83870982
6.8689,-16.66237705,-16.87188428
6.869,-16.70048325,-16.90605935
6.8691,-16.74199471,-16.9411132
6.8692,-16.78679197,-16.97715243
6.8693,-16.83462898,-17.01447517
6.8694,-16.88512729,-17.05351561
6.8695,-16.93783197,-17.09478353
6.8696,-16.99232321,-17.13878781
6.8697,-17.04826115,-17.18588978
6.8698,-17.10542326,-17.23625495
6.8699,-17.16375163,-17.28986104
6.87,-17.22340723,-17.3465172
6.8701,-17.28471656,-17.40585583
6.8702,-17.34811698,-17.46735939
6.8703,-17.41409848,-17.53048298
6.8704,-17.48305824,-17.5947431
6.8705,-17.55523289,-17.65976975
6.8706,-17.63068326,-17.72533144
6.8707,-17.70930454,-17.79137463
6.8708,-17.79084729,-17.85808133
6.8709,-17.87489631,-17.92581974
6.871,-17.96097971,-17.99507892
6.8711,-18.04862633,-18.06639964
6.8712,-18.13742114,-18.14022091
6.8713,-18.22703966,-18.21680785
6.8714,-18.31727156,-18.29623438
6.8715,-18.40806001,-18.37839354
6.8716,-18.49956111,-18.46302063
6.8717,-18.59209838,-18.54967567
6.8718,-18.68610336,-18.63779306
6.8719,-18.78205434,-18.72681356
6.872,-18.88032933,-18.81626125
6.8721,-18.98113899,-18.90577825
6.8722,-19.08451358,-18.99514841
6.8723,-19.19031583,-19.08433439
6.8724,-19.29822383,-19.17353299
6.8725,-19.40774665,-19.2631237
6.8726,-19.51833708,-19.3536006
6.8727,-19.62947483,-19.44550022
6.8728,-19.74071792,-19.53931909
6.8729,-19.85173413,-19.6353679
6.873,-19.96232284,-19.73372917
6.8731,-20.07245341,-19.83427487
6.8732,-20.18232187,-19.93664358
6.8733,-20.29230082,-20.0402636
6.8734,-20.40287307,-20.14448806
6.8735,-20.51456177,-20.24870309
6.8736,-20.62778323,-20.3523897
6.8737,-20.74276897,-20.45516364
6.8738,-20.85955278,-20.55680035
6.8739,-20.9779847,-20.65725147
6.874,-21.09770474,-20.75670394
6.8741,-21.2181741,-20.85555105
6.8742,-21.33880406,-20.95431656
6.8743,-21.45904167,-21.05357613
6.8744,-21.57840862,-21.153865
6.8745,-21.69653752,-21.25552892
6.8746,-21.81319731,-21.358682
6.8747,-21.9283024,-21.46322095
6.8748,-22.04197567,-21.56880018
6.8749,-22.15453624,-21.67485307
6.875,-22.26644206,-21.78066886
6.8751,-22.37821593,-21.88556716
6.8752,-22.49037329,-21.9889674
6.8753,-22.60327356,-22.09042953
6.8754,-22.71706052,-22.18968362
6.8755,-22.83166118,-22.28664129
6.8756,-22.94676061,-22.38145815
6.8757,-23.06182109,-22.47451769
6.8758,-23.17621227,-22.56636641
6.8759,-23.28931481,-22.65762929
6.876,-23.4005802,-22.74892714
6.8761,-23.50957209,-22.84071817
6.8762,-23.61599812,-22.93322884
6.8763,-23.7197256,-23.0264454
6.8764,-23.82078908,-23.12008486
6.8765,-23.91944226,-23.21361434
6.8766,-24.01612253,-23.30635111
6.8767,-24.11137031,-23.39761313
6.8768,-24.20575071,-23.48678403
6.8769,-24.29977047,-23.57336236
6.877,-24.39373625,-23.65700084
6.8771,-24.48771806,-23.73753007
6.8772,-24.58156084,-23.81497366
6.8773,-24.67484421,-23.88960372
6.8774,-24.76694124,-23.96190583
6.8775,-24.85719309,-24.03249521
6.8776,-24.94499546,-24.10202919
6.8777,-25.02984121,-24.17112407
6.8778,-25.11135837,-24.24020197
6.8779,-25.18933583,-24.30943144
6.878,-25.26373145,-24.37873005
6.8781,-25.33473255,-24.44772468
6.8782,-25.40273916,-24.51578581
6.8783,-25.46830009,-24.58219494
6.8784,-25.53203076,-24.64625778
6.8785,-25.59453506,-24.70737458
6.8786,-25.65632222,-24.76508897
6.8787,-25.7176725,-24.81912321
6.8788,-25.77861222,-24.86939541
6.8789,-25.83889252,-24.91603746
6.879,-25.89801198,-24.95943938
6.8791,-25.9552883,-25.00018848
6.8792,-26.01003451,-25.03897931
6.8793,-26.06163879,-25.0765217
6.8794,-26.10960891,-25.11343886
6.8795,-26.15360907,-25.15011683
6.8796,-26.19348194,-25.1866671
6.8797,-26.22925055,-25.22294813
6.8798,-26.26117155,-25.25853075
6.8799,-26.28971173,-25.29273807
6.88,-26.3154786,-25.32481752
6.8801,-26.33913439,-25.35405732
6.8802,-26.36131572,-25.3798585
6.8803,-26.38248093,-25.40178353
6.8804,-26.40284861,-25.41958978
6.8805,-26.42239709,-25.43324155
6.8806,-26.44082158,-25.44297046
6.8807,-26.45756418,-25.44925482
6.8808,-26.47197558,-25.45274815
6.8809,-26.48342198,-25.45418646
6.881,-26.49134979,-25.45429767
6.8811,-26.49533115,-25.45370371
6.8812,-26.49509864,-25.45277637
6.8813,-26.49056401,-25.45160674
6.8814,-26.48182851,-25.45003229
6.8815,-26.46923434,-25.44760721
6.8816,-26.45332736,-25.44364638
6.8817,-26.43477346,-25.43740088
6.8818,-26.41427365,-25.42817673
6.8819,-26.39246313,-25.41540722
6.882,-26.36976311,-25.39869994
6.8821,-26.34634536,-25.3778666
6.8822,-26.32214997,-25.35293463
6.8823,-26.29684445,-25.32420213
6.8824,-26.26985567,-25.29220742
6.8825,-26.24047274,-25.25764869
6.8826,-26.20802234,-25.22129024
6.8827,-26.17194513,-25.18387077
6.8828,-26.13183524,-25.14593814
6.8829,-26.08746958,-25.10777792
6.883,-26.03881858,-25.06940673
6.8831,-25.98610771,-25.03058929
6.8832,-25.92979996,-24.9908106
6.8833,-25.87053063,-24.94934976
6.8834,-25.80902359,-24.90547403
6.8835,-25.74600691,-24.85854372
6.8836,-25.68205092,-24.808066
6.8837,-25.61749647,-24.75373747
6.8838,-25.5524445,-24.69546541
6.8839,-25.48677723,-24.6334367
6.884,-25.42012177,-24.56810407
6.8841,-25.35188715,-24.50012108
6.8842,-25.28143234,-24.43025489
6.8843,-25.2081753,-24.35929503
6.8844,-25.13165487,-24.28795463
6.8845,-25.05156906,-24.21671397
6.8846,-24.96779892,-24.1457737
6.8847,-24.88042423,-24.07507384
6.8848,-24.78977952,-24.00427771
6.8849,-24.6964199,-23.93280517
6.885,-24.60103927,-23.85990666
6.8851,-24.50438611,-23.78485806
6.8852,-24.40709445,-23.70706282
6.8853,-24.30959863,-23.62609982
6.8854,-24.21210842,-23.54175522
6.8855,-24.11461674,-23.45404148
6.8856,-24.01692435,-23.36325492
6.8857,-23.91860665,-23.26994104
6.8858,-23.81906705,-23.17481098
6.8859,-23.71770694,-23.07865365
6.886,-23.61401876,-22.98223313
6.8861,-23.50762784,-22.88612171
6.8862,-23.39832515,-22.79063944
6.8863,-23.28609343,-22.6958588
6.8864,-23.17279102,-22.6016271
6.8865,-23.0593548,-22.50755424
6.8866,-22.94615658,-22.41309348
6.8867,-22.83355277,-22.31765911
6.8868,-22.72184106,-22.22079981
6.8869,-22.61115386,-22.12225409
6.887,-22.50144483,-22.02198071
6.8871,-22.39252429,-21.92021174
6.8872,-22.28409414,-21.81739717
6.8873,-22.17578494,-21.71413242
6.8874,-22.06728116,-21.6110836
6.8875,-21.95837319,-21.50882922
6.8876,-21.8489662,-21.40778429
