T/s,theta 1 torque/Nm,theta 2 torque/Nm
6.8877,-21.73907311,-21.30818189
6.8878,-21.62880369,-21.21008388
6.8879,-21.5183488,-21.11340413
6.888,-21.40796107,-21.01794141
6.8881,-21.2979334,-20.92337726
6.8882,-21.18857716,-20.82933287
6.8883,-21.08011376,-20.73547356
6.8884,-20.9726393,-20.64155021
6.8885,-20.86613232,-20.54744903
6.8886,-20.76047548,-20.45325193
6.8887,-20.6554773,-20.35919136
6.8888,-20.55089559,-20.26560453
6.8889,-20.44646199,-20.17288505
6.889,-20.34198086,-20.08143642
6.8891,-20.23738015,-19.99161627
6.8892,-20.13270727,-19.9036156
6.8893,-20.02810954,-19.81743864
6.8894,-19.92381414,-19.7329382
6.8895,-19.82009148,-19.64981546
6.8896,-19.71714212,-19.56773385
6.8897,-19.61507004,-19.48636172
6.8898,-19.51389777,-19.40540482
6.8899,-19.41357716,-19.32462546
6.89,-19.31399943,-19.24388311
6.8901,-19.21500555,-19.16316149
6.8902,-19.1163977,-19.08259194
6.8903,-19.01795229,-19.00240698
6.8904,-18.92043212,-18.92289746
6.8905,-18.82603948,-18.84437185
6.8906,-18.73486207,-18.76713104
6.8907,-18.64701996,-18.69143642
6.8908,-18.56261617,-18.61753011
6.8909,-18.48174516,-18.54563509
6.891,-18.40445756,-18.47595492
6.8911,-18.33077874,-18.40867293
6.8912,-18.26072165,-18.34395057
6.8913,-18.194297,-18.28192495
6.8914,-18.13150679,-18.22270693
6.8915,-18.07225985,-18.16638032
6.8916,-18.01637138,-18.11300235
6.8917,-17.96360247,-18.06262103
6.8918,-17.91377684,-18.01535499
6.8919,-17.86685941,-17.97139024
6.892,-17.82293769,-17.93093902
6.8921,-17.78219823,-17.89421255
6.8922,-17.74490649,-17.86140566
6.8923,-17.71134591,-17.83260378
6.8924,-17.68173054,-17.80776845
6.8925,-17.65620319,-17.78676655
6.8926,-17.6348479,-17.76945587
6.8927,-17.61769501,-17.75574637
6.8928,-17.60472458,-17.74561004
6.8929,-17.59587207,-17.73911299
6.893,-17.59105173,-17.73638926
6.8931,-17.59025882,-17.73761612
6.8932,-17.59358778,-17.74297542
6.8933,-17.60120979,-17.75254474
6.8934,-17.61335542,-17.76628337
6.8935,-17.63029579,-17.78406716
6.8936,-17.65230593,-17.80573469
6.8937,-17.67955155,-17.83120956
6.8938,-17.71206426,-17.86053454
6.8939,-17.74976452,-17.89385552
6.894,-17.79248744,-17.93139711
6.8941,-17.840027,-17.97343203
6.8942,-17.89221575,-18.02023386
6.8943,-17.94897105,-18.07195615
6.8944,-18.01033243,-18.12860453
6.8945,-18.07644085,-18.19006027
6.8946,-18.14751366,-18.25610914
6.8947,-18.22381436,-18.32645719
6.8948,-18.30560504,-18.40086761
6.8949,-18.39302644,-18.47919989
6.895,-18.48607166,-18.5614103
6.8951,-18.58460972,-18.64758711
6.8952,-18.68841213,-18.73792016
6.8953,-18.79715772,-18.83266633
6.8954,-18.91057016,-18.93211126
6.8955,-19.02846371,-19.03651371
6.8956,-19.15074318,-19.14598511
6.8957,-19.27740292,-19.26046908
6.8958,-19.40855864,-19.37977081
6.8959,-19.54441478,-19.50355023
6.896,-19.68522909,-19.6313987
6.8961,-19.83126014,-19.76291941
6.8962,-19.98264074,-19.89776359
6.8963,-20.1393445,-20.03565621
6.8964,-20.30120287,-20.17644271
6.8965,-20.46788449,-20.32015713
6.8966,-20.63892497,-20.46698523
6.8967,-20.81382879,-20.6172116
6.8968,-20.99212123,-20.77115404
6.8969,-21.17337612,-20.92902136
6.897,-21.357242,-21.09086128
6.8971,-21.54345837,-21.2565617
6.8972,-21.73187002,-21.425825
6.8973,-21.9224504,-21.59817461
6.8974,-22.11533754,-21.77305704
6.8975,-22.31076812,-21.94991515
6.8976,-22.50901799,-22.12823442
6.8977,-22.71032965,-22.30757495
6.8978,-22.91478475,-22.48759861
6.8979,-23.12228116,-22.66808636
6.898,-23.33248337,-22.84895288
6.8981,-23.5448384,-23.03030762
6.8982,-23.75871835,-23.21242843
6.8983,-23.97350599,-23.39568863
6.8984,-24.18864055,-23.5804857
6.8985,-24.40364882,-23.76716453
6.8986,-24.61817067,-23.95587992
6.8987,-24.83197467,-24.14656226
6.8988,-25.04495897,-24.33886934
6.8989,-25.2571677,-24.53220814
6.899,-25.46882837,-24.72588729
6.8991,-25.68028526,-24.9192139
6.8992,-25.89192478,-25.11155091
6.8993,-26.10411069,-25.30235921
6.8994,-26.31704664,-25.4912325
6.8995,-26.53072635,-25.67791996
6.8996,-26.74486757,-25.86233171
6.8997,-26.9589313,-26.04453657
6.8998,-27.17227008,-26.22480358
6.8999,-27.38421933,-26.4035559
6.9,-27.59414915,-26.58128446
6.9001,-27.80150375,-26.75847087
6.9002,-28.00583697,-26.93550985
6.9003,-28.20683868,-27.11257386
6.9004,-28.40434804,-27.28957184
6.9005,-28.59834985,-27.4661061
6.9006,-28.78900508,-27.64152766
6.9007,-28.97663202,-27.81511182
6.9008,-29.16166276,-27.98614877
6.9009,-29.34456141,-28.15399175
6.901,-29.52575648,-28.3181041
6.9011,-29.70558938,-28.47809674
6.9012,-29.88418166,-28.6337515
6.9013,-30.06132924,-28.78502794
6.9014,-30.23652839,-28.93206276
6.9015,-30.40914536,-29.07520991
6.9016,-30.57851232,-29.21499001
6.9017,-30.74398435,-29.35199767
6.9018,-30.90498674,-29.48681788
6.9019,-31.06105774,-29.61995622
6.902,-31.21188063,-29.75171638
6.9021,-31.35730165,-29.88212644
6.9022,-31.49733016,-30.01087094
6.9023,-31.63211913,-30.13734874
6.9024,-31.76199937,-30.26085243
6.9025,-31.88744002,-30.38066331
6.9026,-32.00897312,-30.49610457
6.9027,-32.12711695,-30.60659489
6.9028,-32.24231533,-30.71169369
6.9029,-32.35480774,-30.81113278
6.903,-32.46451716,-30.90483105
6.9031,-32.57105559,-30.99288875
6.9032,-32.6738154,-31.07561131
6.9033,-32.77213471,-31.15347956
6.9034,-32.86536974,-31.22709452
6.9035,-32.95293846,-31.29708429
6.9036,-33.03436395,-31.36402595
6.9037,-33.10930963,-31.42837537
6.9038,-33.17760163,-31.49033862
6.9039,-33.23923573,-31.54977406
6.904,-33.29436578,-31.60621574
6.9041,-33.34332429,-31.65898171
6.9042,-33.38659245,-31.70734972
6.9043,-33.42474849,-31.75063014
6.9044,-33.45838155,-31.78822051
6.9045,-33.48802285,-31.81965444
6.9046,-33.51408099,-31.84463824
6.9047,-33.53671034,-31.86307089
6.9048,-33.55572336,-31.87504525
6.9049,-33.57063443,-31.88088075
6.905,-33.58080228,-31.88110046
6.9051,-33.58557486,-31.87637715
6.9052,-33.58435094,-31.86743499
6.9053,-33.57662842,-31.8549623
6.9054,-33.56204574,-31.83952736
6.9055,-33.54041051,-31.82144046
6.9056,-33.51171176,-31.80071372
6.9057,-33.47611209,-31.77702265
6.9058,-33.43397183,-31.74975456
6.9059,-33.3858221,-31.71819126
6.906,-33.33231231,-31.68162297
6.9061,-33.27411888,-31.63942096
6.9062,-33.21185928,-31.59109112
6.9063,-33.14594582,-31.53631601
6.9064,-33.07654238,-31.47497974
6.9065,-33.00355064,-31.40717064
6.9066,-32.92657799,-31.33321272
6.9067,-32.84502379,-31.2536437
6.9068,-32.75825466,-31.16916328
6.9069,-32.66569421,-31.08053457
6.907,-32.56686772,-30.98849411
6.9071,-32.46144307,-30.89366186
6.9072,-32.34925948,-30.79640156
6.9073,-32.23034019,-30.69679281
6.9074,-32.10492589,-30.594592
6.9075,-31.9788666,-30.48926771
6.9076,-31.85296364,-30.38009778
6.9077,-31.72755197,-30.26650731
6.9078,-31.60282227,-30.14827479
6.9079,-31.47882065,-30.02682509
6.908,-31.35546401,-29.90547317
6.9081,-31.23258673,-29.78466647
6.9082,-31.11003318,-29.66486032
6.9083,-30.98771272,-29.54636022
6.9084,-30.86560123,-29.42929886
6.9085,-30.7437391,-29.31365614
6.9086,-30.622223,-29.19929303
6.9087,-30.50119305,-29.08598357
6.9088,-30.38081745,-28.97344484
6.9089,-30.26127631,-28.86136397
6.909,-30.14265935,-28.74943599
6.9091,-30.02493645,-28.63747253
6.9092,-29.9079698,-28.52541846
6.9093,-29.79153863,-28.41332147
6.9094,-29.67537759,-28.30130388
6.9095,-29.5592893,-28.1895355
6.9096,-29.44316861,-28.07820879
6.9097,-29.32698455,-27.96751726
6.9098,-29.21076791,-27.85755458
6.9099,-29.09460098,-27.74829252
6.91,-28.97860698,-27.6396023
6.9101,-28.86293769,-27.53128549
6.9102,-28.74775992,-27.42311255
6.9103,-28.63324191,-27.3149353
6.9104,-28.51945425,-27.20671265
6.9105,-28.40634532,-27.09849237
6.9106,-28.29376052,-26.99039179
6.9107,-28.18147374,-26.88257757
6.9108,-28.06930237,-26.77524481
6.9109,-27.95714749,-26.66851593
6.911,-27.84499166,-26.56240046
6.9111,-27.73288348,-26.45680782
6.9112,-27.62092183,-26.35157361
6.9113,-27.50923947,-26.24648414
6.9114,-27.39798698,-26.14138603
6.9115,-27.28731805,-26.03622192
6.9116,-27.17729093,-25.93102409
6.9117,-27.06784628,-25.82589597
6.9118,-26.95882792,-25.72099462
6.9119,-26.85001487,-25.61651221
6.912,-26.74123615,-25.51257006
6.9121,-26.63241022,-25.40918492
6.9122,-26.52354029,-25.30627775
6.9123,-26.41469487,-25.20369659
6.9124,-26.30598867,-25.10123882
6.9125,-26.19756438,-25.00168816
6.9126,-26.08957602,-24.90537267
6.9127,-25.98220363,-24.81229897
6.9128,-25.87559472,-24.72234215
6.9129,-25.76984786,-24.63523917
6.913,-25.66502653,-24.5506051
6.9131,-25.5611641,-24.46798502
6.9132,-25.45826369,-24.38689723
6.9133,-25.35629525,-24.30686961
6.9134,-25.25519215,-24.22746805
6.9135,-25.15484878,-24.14831653
6.9136,-25.05512005,-24.06910896
6.9137,-24.95582331,-23.98961303
6.9138,-24.85674256,-23.90966716
6.9139,-24.75763478,-23.82918359
6.914,-24.65831211,-23.74821009
6.9141,-24.55868214,-23.66691653
6.9142,-24.45873628,-23.58554786
6.9143,-24.35853061,-23.50438695
6.9144,-24.25817329,-23.42363907
6.9145,-24.15781577,-23.34339566
6.9146,-24.05764454,-23.26364525
6.9147,-23.95785707,-23.18430122
6.9148,-23.85856137,-23.10524452
6.9149,-23.75976139,-23.0264401
6.915,-23.66138315,-22.94796093
6.9151,-23.56329524,-22.86996169
6.9152,-23.46532866,-22.79265069
6.9153,-23.36729565,-22.71626036
6.9154,-23.26909377,-22.64101909
6.9155,-23.17073614,-22.56712661
6.9156,-23.07234002,-22.49468425
6.9157,-22.97410379,-22.42362597
6.9158,-22.87626881,-22.35365975
6.9159,-22.77901001,-22.28434347
6.916,-22.68241261,-22.21524653
6.9161,-22.58648437,-22.14600082
6.9162,-22.49116257,-22.07631744
6.9163,-22.39632167,-22.00599385
6.9164,-22.30178255,-21.93492316
6.9165,-22.20732329,-21.86315856
6.9166,-22.11269132,-21.79089944
6.9167,-22.01770454,-21.71842527
6.9168,-21.92228336,-21.64595822
6.9169,-21.82644414,-21.57361932
6.917,-21.73028115,-21.50143718
6.9171,-21.63394911,-21.4293626
6.9172,-21.53764575,-21.35728902
6.9173,-21.44159292,-21.28509555
6.9174,-21.34593347,-21.21275821
6.9175,-21.25070339,-21.14036902
6.9176,-21.15584701,-21.06811383
6.9177,-21.06124358,-20.99624667
6.9178,-20.9667319,-20.92505989
6.9179,-20.87213272,-20.85485331
6.918,-20.77731522,-20.78590546
6.9181,-20.68227001,-20.71844732
6.9182,-20.58710986,-20.65255816
6.9183,-20.49204294,-20.5880726
6.9184,-20.39732684,-20.524613
6.9185,-20.30315592,-20.46174714
6.9186,-20.20963794,-20.39906862
6.9187,-20.11680357,-20.33622565
6.9188,-20.0246129,-20.27294108
6.9189,-19.93296289,-20.20902105
6.919,-19.84169617,-20.1443657
6.9191,-19.75061157,-20.07903475
6.9192,-19.65947591,-20.01323466
6.9193,-19.56803784,-19.94726727
6.9194,-19.47613096,-19.88146459
6.9195,-19.38370591,-19.81605744
6.9196,-19.29082215,-19.75114164
6.9197,-19.19762684,-19.68669496
6.9198,-19.1043336,-19.62260061
6.9199,-19.01120089,-19.55867692
6.92,-18.91842399,-19.49474386
6.9201,-18.82609982,-19.43065099
6.9202,-18.73423349,-19.36629728
6.9203,-18.64275701,-19.3017142
6.9204,-18.55154607,-19.23705597
6.9205,-18.46043683,-19.17256333
6.9206,-18.36924373,-19.10852701
6.9207,-18.27778431,-19.04525216
6.9208,-18.18598311,-18.98301215
6.9209,-18.09389351,-18.92193348
6.921,-18.00245414,-18.861977
6.9211,-17.91902386,-18.80292025
6.9212,-17.84391235,-18.7444315
6.9213,-17.77715532,-18.68639802
6.9214,-17.71838811,-18.62917557
6.9215,-17.66685417,-18.5735271
6.9216,-17.62157149,-18.52045022
6.9217,-17.58148187,-18.47098305
6.9218,-17.54556765,-18.42608777
6.9219,-17.5129419,-18.38655716
6.922,-17.48291679,-18.35294329
6.9221,-17.45504504,-18.3255149
6.9222,-17.42913304,-18.30424588
6.9223,-17.40525882,-18.2888337
6.9224,-17.3838032,-18.2786908
6.9225,-17.36537101,-18.27298939
6.9226,-17.35069571,-18.27073467
6.9227,-17.34054238,-18.27088258
6.9228,-17.33561629,-18.27244836
6.9229,-17.33639803,-18.2746854
6.923,-17.34307008,-18.27716882
6.9231,-17.35550982,-18.27984019
6.9232,-17.37328136,-18.28304336
6.9233,-17.39567337,-18.28744092
6.9234,-17.42177045,-18.29390449
6.9235,-17.45064708,-18.3033657
6.9236,-17.48148408,-18.31661642
6.9237,-17.51362997,-18.33422378
6.9238,-17.54664434,-18.35649179
6.9239,-17.58031527,-18.38344871
6.924,-17.61468326,-18.4148615
6.9241,-17.65007927,-18.45022122
6.9242,-17.68705332,-18.48878091
6.9243,-17.72628617,-18.52962168
6.9244,-17.76849832,-18.57177854
6.9245,-17.81432232,-18.61443305
6.9246,-17.86415678,-18.65700465
6.9247,-17.91813283,-18.69917715
6.9248,-17.97612404,-18.74091253
6.9249,-18.03773616,-18.78249961
6.925,-18.10233793,-18.82450703
6.9251,-18.16910689,-18.86768459
6.9252,-18.23720799,-18.91285945
6.9253,-18.30590969,-18.96074662
6.9254,-18.37464852,-19.01184341
6.9255,-18.44306294,-19.06638715
6.9256,-18.51100463,-19.12435183
6.9257,-18.57859927,-19.1854687
6.9258,-18.64622766,-19.24919479
6.9259,-18.71445882,-19.31475879
6.926,-18.78396457,-19.38126717
6.9261,-18.85543246,-19.44789852
6.9262,-18.92939788,-19.51400295
6.9263,-19.0061637,-19.57914349
6.9264,-19.08578306,-19.64311833
6.9265,-19.16807669,-19.70598864
6.9266,-19.25261512,-19.76811805
6.9267,-19.33874914,-19.8301
6.9268,-19.42575271,-19.89266553
6.9269,-19.51293838,-19.95658641
6.927,-19.59972534,-20.02253281
6.9271,-19.68568429,-20.09094063
6.9272,-19.7705669,-20.16197963
6.9273,-19.85432541,-20.23556337
6.9274,-19.93717249,-20.31132623
6.9275,-20.01955002,-20.38865124
6.9276,-20.10204937,-20.46673338
6.9277,-20.18532803,-20.54477139
6.9278,-20.2700132,-20.62207634
6.9279,-20.35654153,-20.69812829
6.928,-20.44510523,-20.7726117
6.9281,-20.53566173,-20.84542846
6.9282,-20.62795844,-20.91675852
6.9283,-20.72149984,-20.98703885
6.9284,-20.81559541,-21.05689295
6.9285,-20.90953011,-21.12704039
6.9286,-21.0026656,-21.19820119
6.9287,-21.09449203,-21.27092534
6.9288,-21.18466465,-21.34551653
6.9289,-21.27302263,-21.42201999
6.929,-21.35959775,-21.50024145
6.9291,-21.44466549,-21.57971192
6.9292,-21.52870799,-21.6597271
6.9293,-21.61233099,-21.73950453
6.9294,-21.69617939,-21.81831899
6.9295,-21.78083979,-21.89557152
6.9296,-21.86669058,-21.97083512
6.9297,-21.95386254,-22.04388382
6.9298,-22.04225623,-22.11471091
6.9299,-22.13151078,-22.18358544
6.93,-22.22103089,-22.25101589
6.9301,-22.31007095,-22.31766332
6.9302,-22.3979144,-22.38424959
6.9303,-22.48395847,-22.45145283
6.9304,-22.56775342,-22.51974142
6.9305,-22.64903114,-22.58931675
6.9306,-22.72771437,-22.66012248
6.9307,-22.80397683,-22.73181953
6.9308,-22.87822458,-22.80381218
6.9309,-22.95102953,-22.87531655
6.931,-23.02304463,-22.94555201
6.9311,-23.09492004,-23.01384302
6.9312,-23.16714309,-23.07966944
6.9313,-23.23996877,-23.14270531
6.9314,-23.31341195,-23.20283639
6.9315,-23.38725914,-23.26016463
6.9316,-23.4610324,-23.31505303
6.9317,-23.53405311,-23.36808018
6.9318,-23.6056217,-23.41994727
6.9319,-23.67510879,-23.47138343
6.932,-23.74200078,-23.52304129
6.9321,-23.80593889,-23.57534186
6.9322,-23.86674359,-23.62843148
6.9323,-23.92441893,-23.68219983
6.9324,-23.97920792,-23.73624226
6.9325,-24.03157045,-23.78989791
6.9326,-24.08211403,-23.84235608
6.9327,-24.13150737,-23.89284268
6.9328,-24.18039701,-23.94071113
6.9329,-24.22925037,-23.9854892
6.933,-24.27829106,-24.0269124
6.9331,-24.32749647,-24.06493529
6.9332,-24.37657425,-24.09979078
6.9333,-24.42498644,-24.13196764
6.9334,-24.47202592,-24.16213679
6.9335,-24.51699595,-24.19105686
6.9336,-24.55929099,-24.2194799
6.9337,-24.59844175,-24.24798161
6.9338,-24.63415082,-24.27688382
6.9339,-24.66630994,-24.30624134
6.934,-24.6950067,-24.33586438
6.9341,-24.72057351,-24.3652866
6.9342,-24.74354824,-24.39381319
6.9343,-24.76458918,-24.42069587
6.9344,-24.78438919,-24.44524572
6.9345,-24.80358291,-24.46689905
6.9346,-24.82259556,-24.48526453
6.9347,-24.84159913,-24.50015297
6.9348,-24.86053099,-24.51158421
6.9349,-24.87905321,-24.51984207
6.935,-24.89658492,-24.52544898
6.9351,-24.91240478,-24.52909097
6.9352,-24.92582649,-24.53152299
6.9353,-24.93627595,-24.53347298
6.9354,-24.94333127,-24.53547559
6.9355,-24.9467526,-24.53780288
6.9356,-24.94649314,-24.54046056
6.9357,-24.94276114,-24.54320379
6.9358,-24.93600249,-24.54550827
6.9359,-24.9268357,-24.54664339
6.936,-24.91596805,-24.54586579
6.9361,-24.90411119,-24.54252407
6.9362,-24.89181942,-24.53611272
6.9363,-24.87941781,-24.52631475
6.9364,-24.86699171,-24.51302306
6.9365,-24.85440773,-24.4963486
6.9366,-24.84127697,-24.47666806
6.9367,-24.82699024,-24.45458108
6.9368,-24.81088314,-24.43081924
6.9369,-24.79234379,-24.40615239
6.937,-24.77087505,-24.38121389
6.9371,-24.7461342,-24.35641404
6.9372,-24.71795697,-24.331916
6.9373,-24.68637222,-24.30764684
6.9374,-24.65165897,-24.2832751
6.9375,-24.61431424,-24.25823768
6.9376,-24.57497407,-24.23181374
6.9377,-24.53433231,-24.20331138
6.9378,-24.4930476,-24.17215873
6.9379,-24.45158769,-24.13794896
6.938,-24.41018009,-24.10047225
6.9381,-24.36882542,-24.05973771
6.9382,-24.32731269,-24.01603381
6.9383,-24.28518602,-23.96989537
6.9384,-24.24181053,-23.92202067
6.9385,-24.19655575,-23.8731832
6.9386,-24.14888794,-23.82412832
6.9387,-24.09841157,-23.77540599
6.9388,-24.04490126,-23.72731056
6.9389,-23.98831507,-23.67988603
6.939,-23.92885886,-23.63294941
6.9391,-23.86697189,-23.5860589
6.9392,-23.80326526,-23.53855699
6.9393,-23.73844233,-23.48974507
6.9394,-23.67320358,-23.43899946
6.9395,-23.6080846,-23.38583887
6.9396,-23.54339737,-23.3299649
6.9397,-23.47923344,-23.27128209
6.9398,-23.41548154,-23.20996659
6.9399,-23.35180761,-23.14645307
6.94,-23.28768179,-23.08137143
6.9401,-23.2224435,-23.01546262
6.9402,-23.15548317,-22.94947722
6.9403,-23.08632847,-22.88400362
6.9404,-23.01467602,-22.81939749
6.9405,-22.94040868,-22.755776
6.9406,-22.86366489,-22.69303102
6.9407,-22.78482891,-22.63080905
6.9408,-22.70447313,-22.56854123
6.9409,-22.62328135,-22.50551455
6.941,-22.54196246,-22.4410617
6.9411,-22.46108722,-22.37465661
6.9412,-22.3810172,-22.30595472
6.9413,-22.30189456,-22.23481648
6.9414,-22.22365522,-22.16138007
6.9415,-22.14605797,-22.08605177
6.9416,-22.06865527,-22.00944513
6.9417,-21.99085016,-21.93229931
6.9418,-21.91206667,-21.85539173
6.9419,-21.83184018,-21.77936789
6.942,-21.74985436,-21.70465755
6.9421,-21.66596511,-21.63145231
6.9422,-21.58027712,-21.55971496
6.9423,-21.4931407,-21.48920769
6.9424,-21.40509947,-21.41946487
6.9425,-21.31681896,-21.34983981
6.9426,-21.22899808,-21.27967951
6.9427,-21.14220681,-21.20843636
6.9428,-21.05681997,-21.13572754
6.9429,-20.97300999,-21.06136247
6.943,-20.89075374,-20.9853795
6.9431,-20.80985535,-20.90809715
6.9432,-20.72993041,-20.83005473
6.9433,-20.65043588,-20.75193488
6.9434,-20.57080811,-20.67446743
6.9435,-20.49056763,-20.5982594
6.9436,-20.40937174,-20.52372115
6.9437,-20.32703871,-20.45105251
6.9438,-20.24358527,-20.3802455
6.9439,-20.15928179,-20.31110564
6.944,-20.0745999,-20.24323666
6.9441,-19.99014436,-20.17607275
6.9442,-19.90656799,-20.10895977
6.9443,-19.82441238,-20.04133313
6.9444,-19.74404174,-19.97278913
6.9445,-19.66563228,-19.90311018
6.9446,-19.58917536,-19.83230262
6.9447,-19.51449646,-19.76065003
6.9448,-19.44124746,-19.68865654
6.9449,-19.36893478,-19.61697213
6.945,-19.29704319,-19.54631356
6.9451,-19.22512597,-19.47729907
6.9452,-19.15285824,-19.4103633
6.9453,-19.08007496,-19.34572922
6.9454,-19.00685416,-19.2834118
6.9455,-18.93350895,-19.22323907
6.9456,-18.86053,-19.16484978
6.9457,-18.7885228,-19.10772855
6.9458,-18.71812775,-19.05126341
6.9459,-18.64986636,-18.99491493
6.946,-18.5840799,-18.93830029
6.9461,-18.5209222,-18.88122846
6.9462,-18.46036501,-18.82377973
6.9463,-18.40221864,-18.76629184
6.9464,-18.34612696,-18.70929489
6.9465,-18.2915979,-18.65343948
6.9466,-18.23807023,-18.59940717
6.9467,-18.18506926,-18.54774803
6.9468,-18.13226461,-18.4988128
6.9469,-18.07952046,-18.45274312
6.947,-18.02696508,-18.4094779
6.9471,-17.97495011,-18.36877852
6.9472,-17.92399097,-18.33021887
6.9473,-17.87470179,-18.2932221
